Activity_Period,Activity_Period_Start_Date,Operating_Airline,Operating_Airline_IATA_Code,Published_Airline,Published_Airline_IATA_Code,GEO_Summary,GEO_Region,Landing_Aircraft_Type,Aircraft_Body_Type,Aircraft_Manufacturer,Aircraft_Model,Aircraft_Version,Landing_Count,Total_Landed_Weight,data_as_of,data_loaded_at,Activity Period Date,DI_Created_By,DI_Created_Dt
202503,2025/03/01,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Freighter,Wide Body,Boeing,B744,-,8,"5,224,000",2025-08-21 16:21:34,2025-08-22 23:03:26,2025-03-01,RIYA,2025-09-19 22:32:43
202503,2025/03/01,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Freighter,Wide Body,Boeing,B748,-,18,"13,734,000",2025-08-21 16:21:34,2025-08-22 23:03:26,2025-03-01,RIYA,2025-09-19 22:32:43
202503,2025/03/01,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Passenger,Wide Body,Boeing,B773,-,32,"17,728,000",2025-08-21 16:21:34,2025-08-22 23:03:26,2025-03-01,RIYA,2025-09-19 22:32:43
202503,2025/03/01,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Passenger,Wide Body,Boeing,B789,-,1,"425,000",2025-08-21 16:21:34,2025-08-22 23:03:26,2025-03-01,RIYA,2025-09-19 22:32:43
202503,2025/03/01,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Passenger,Wide Body,Airbus,A359,-,30,"13,690,710",2025-08-21 16:21:34,2025-08-22 23:03:26,2025-03-01,RIYA,2025-09-19 22:32:43
202503,2025/03/01,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Passenger,Wide Body,Boeing,B748,-,30,"20,640,000",2025-08-21 16:21:34,2025-08-22 23:03:26,2025-03-01,RIYA,2025-09-19 22:32:43
202503,2025/03/01,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Passenger,Wide Body,Airbus,A359,-,1,"456,357",2025-08-21 16:21:34,2025-08-22 23:03:26,2025-03-01,RIYA,2025-09-19 22:32:43
202503,2025/03/01,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Passenger,Wide Body,Boeing,B773,-,30,"16,620,000",2025-08-21 16:21:34,2025-08-22 23:03:26,2025-03-01,RIYA,2025-09-19 22:32:43
202503,2025/03/01,Porter Airlines (Canada) Limited,PD,Porter Airlines (Canada) Limited,PD,International,Canada,Passenger,Narrow Body,Embraer,E295,-,31,"3,673,500",2025-08-21 16:21:34,2025-08-22 23:03:26,2025-03-01,RIYA,2025-09-19 22:32:43
202503,2025/03/01,Qantas Airways,QF,Qantas Airways,QF,International,Australia / Oceania,Passenger,Wide Body,Boeing,B789,-,11,"4,675,000",2025-08-21 16:21:34,2025-08-22 23:03:26,2025-03-01,RIYA,2025-09-19 22:32:43
202503,2025/03/01,Qatar Airways,QR,Qatar Airways,QR,International,Asia,Passenger,Wide Body,Airbus,A350,-,31,"15,923,987",2025-08-21 16:21:34,2025-08-22 23:03:26,2025-03-01,RIYA,2025-09-19 22:32:43
202503,2025/03/01,SAS Airlines,SK,SAS Airlines,SK,International,Europe,Passenger,Wide Body,Airbus,A333,-,27,"11,060,584",2025-08-21 16:21:34,2025-08-22 23:03:26,2025-03-01,RIYA,2025-09-19 22:32:43
202503,2025/03/01,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Passenger,Wide Body,Airbus,A359,-,62,"28,020,776",2025-08-21 16:21:34,2025-08-22 23:03:26,2025-03-01,RIYA,2025-09-19 22:32:43
202503,2025/03/01,SkyWest Airlines,OO,United Airlines,UA,Domestic,US,Passenger,Regional Jet,Bombardier,CRJ2,-,173,"8,131,000",2025-08-21 16:21:34,2025-08-22 23:03:26,2025-03-01,RIYA,2025-09-19 22:32:43
202503,2025/03/01,SkyWest Airlines,OO,United Airlines,UA,Domestic,US,Passenger,Regional Jet,Bombardier,CRJ7,-,159,"10,653,000",2025-08-21 16:21:34,2025-08-22 23:03:26,2025-03-01,RIYA,2025-09-19 22:32:43
202503,2025/03/01,SkyWest Airlines,OO,American Airlines,AA,Domestic,US,Passenger,Regional Jet,Embraer,E175,-,90,"6,746,130",2025-08-21 16:21:34,2025-08-22 23:03:26,2025-03-01,RIYA,2025-09-19 22:32:43
202503,2025/03/01,SkyWest Airlines,OO,Alaska Airlines,AS,Domestic,US,Passenger,Regional Jet,Embraer,E175,-,666,"49,921,362",2025-08-21 16:21:34,2025-08-22 23:03:26,2025-03-01,RIYA,2025-09-19 22:32:43
202503,2025/03/01,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Passenger,Regional Jet,Embraer,E175,-,59,"4,422,463",2025-08-21 16:21:34,2025-08-22 23:03:26,2025-03-01,RIYA,2025-09-19 22:32:43
202503,2025/03/01,SkyWest Airlines,OO,United Airlines,UA,Domestic,US,Passenger,Regional Jet,Embraer,E175,-,"1,831","137,246,267",2025-08-21 16:21:34,2025-08-22 23:03:26,2025-03-01,RIYA,2025-09-19 22:32:43
202503,2025/03/01,SkyWest Airlines,OO,United Airlines,UA,International,Mexico,Passenger,Regional Jet,Embraer,E175,-,54,"4,047,678",2025-08-21 16:21:34,2025-08-22 23:03:26,2025-03-01,RIYA,2025-09-19 22:32:43
202503,2025/03/01,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Passenger,Narrow Body,Boeing,B38M,-,177,"26,815,500",2025-08-21 16:21:34,2025-08-22 23:03:26,2025-03-01,RIYA,2025-09-19 22:32:43
202503,2025/03/01,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Passenger,Narrow Body,Boeing,B737,-,300,"38,760,000",2025-08-21 16:21:34,2025-08-22 23:03:26,2025-03-01,RIYA,2025-09-19 22:32:43
202503,2025/03/01,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Passenger,Narrow Body,Boeing,B738,-,163,"23,846,900",2025-08-21 16:21:34,2025-08-22 23:03:26,2025-03-01,RIYA,2025-09-19 22:32:43
202503,2025/03/01,Starlux Airlines Co. LTD,JX,Starlux Airlines Co. LTD,JX,International,Asia,Passenger,Wide Body,Airbus,A359,-,31,"14,147,067",2025-08-21 16:21:34,2025-08-22 23:03:26,2025-03-01,RIYA,2025-09-19 22:32:43
202503,2025/03/01,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Passenger,Narrow Body,Boeing,B738,-,14,"2,048,200",2025-08-21 16:21:34,2025-08-22 23:03:26,2025-03-01,RIYA,2025-09-19 22:32:43
202503,2025/03/01,Swiss International,LX,Swiss International,LX,International,Europe,Passenger,Wide Body,Boeing,B773,-,31,"17,174,000",2025-08-21 16:21:34,2025-08-22 23:03:26,2025-03-01,RIYA,2025-09-19 22:32:43
202503,2025/03/01,"TACA International Airlines, S.A.",TA,"TACA International Airlines, S.A.",TA,International,Central America,Passenger,Narrow Body,Airbus,A20N,-,63,"9,361,296",2025-08-21 16:21:34,2025-08-22 23:03:26,2025-03-01,RIYA,2025-09-19 22:32:43
202503,2025/03/01,TAP Air Portugal,TP,TAP Air Portugal,TP,International,Europe,Passenger,Wide Body,Airbus,A339,-,17,"7,158,411",2025-08-21 16:21:34,2025-08-22 23:03:26,2025-03-01,RIYA,2025-09-19 22:32:43
202503,2025/03/01,Turkish Airlines,TK,Turkish Airlines,TK,International,Europe,Passenger,Wide Body,Airbus,A359,-,3,"1,369,071",2025-08-21 16:21:34,2025-08-22 23:03:26,2025-03-01,RIYA,2025-09-19 22:32:43
202503,2025/03/01,Turkish Airlines,TK,Turkish Airlines,TK,International,Europe,Passenger,Wide Body,Boeing,B773,-,31,"17,174,000",2025-08-21 16:21:34,2025-08-22 23:03:26,2025-03-01,RIYA,2025-09-19 22:32:43
202503,2025/03/01,Turkish Airlines,TK,Turkish Airlines,TK,International,Europe,Passenger,Wide Body,Boeing,B789,-,12,"5,100,000",2025-08-21 16:21:34,2025-08-22 23:03:26,2025-03-01,RIYA,2025-09-19 22:32:43
202503,2025/03/01,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Airbus,A21N,-,127,"22,174,962",2025-08-21 16:21:34,2025-08-22 23:03:26,2025-03-01,RIYA,2025-09-19 22:32:43
202503,2025/03/01,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Airbus,A319,-,409,"56,101,062",2025-08-21 16:21:34,2025-08-22 23:03:26,2025-03-01,RIYA,2025-09-19 22:32:43
202503,2025/03/01,United Airlines,UA,United Airlines,UA,International,Canada,Passenger,Narrow Body,Airbus,A319,-,32,"4,386,099",2025-08-21 16:21:34,2025-08-22 23:03:26,2025-03-01,RIYA,2025-09-19 22:32:43
202503,2025/03/01,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Airbus,A320,-,397,"56,452,606",2025-08-21 16:21:34,2025-08-22 23:03:26,2025-03-01,RIYA,2025-09-19 22:32:43
202503,2025/03/01,United Airlines,UA,United Airlines,UA,International,Canada,Passenger,Narrow Body,Airbus,A320,-,13,"1,848,574",2025-08-21 16:21:34,2025-08-22 23:03:26,2025-03-01,RIYA,2025-09-19 22:32:43
202503,2025/03/01,United Airlines,UA,United Airlines,UA,International,Mexico,Passenger,Narrow Body,Airbus,A320,-,155,"22,040,690",2025-08-21 16:21:34,2025-08-22 23:03:26,2025-03-01,RIYA,2025-09-19 22:32:43
202503,2025/03/01,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Boeing,B38M,-,877,"134,005,600",2025-08-21 16:21:34,2025-08-22 23:03:26,2025-03-01,RIYA,2025-09-19 22:32:43
202503,2025/03/01,United Airlines,UA,United Airlines,UA,International,Canada,Passenger,Narrow Body,Boeing,B38M,-,48,"7,334,400",2025-08-21 16:21:34,2025-08-22 23:03:26,2025-03-01,RIYA,2025-09-19 22:32:43
202503,2025/03/01,United Airlines,UA,United Airlines,UA,International,Central America,Passenger,Narrow Body,Boeing,B38M,-,9,"1,375,200",2025-08-21 16:21:34,2025-08-22 23:03:26,2025-03-01,RIYA,2025-09-19 22:32:43
202503,2025/03/01,United Airlines,UA,United Airlines,UA,International,Mexico,Passenger,Narrow Body,Boeing,B38M,-,2,"305,600",2025-08-21 16:21:34,2025-08-22 23:03:26,2025-03-01,RIYA,2025-09-19 22:32:43
202503,2025/03/01,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Boeing,B39M,-,520,"85,228,000",2025-08-21 16:21:34,2025-08-22 23:03:26,2025-03-01,RIYA,2025-09-19 22:32:43
202503,2025/03/01,United Airlines,UA,United Airlines,UA,International,Canada,Passenger,Narrow Body,Boeing,B39M,-,36,"5,900,400",2025-08-21 16:21:34,2025-08-22 23:03:26,2025-03-01,RIYA,2025-09-19 22:32:43
202503,2025/03/01,United Airlines,UA,United Airlines,UA,International,Mexico,Passenger,Narrow Body,Boeing,B39M,-,61,"9,997,900",2025-08-21 16:21:34,2025-08-22 23:03:26,2025-03-01,RIYA,2025-09-19 22:32:43
202503,2025/03/01,United Airlines,UA,United Airlines,UA,International,Canada,Passenger,Narrow Body,Boeing,B738,-,54,"7,900,200",2025-08-21 16:21:34,2025-08-22 23:03:26,2025-03-01,RIYA,2025-09-19 22:32:43
202503,2025/03/01,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Boeing,B738,-,503,"73,588,900",2025-08-21 16:21:34,2025-08-22 23:03:26,2025-03-01,RIYA,2025-09-19 22:32:43
202503,2025/03/01,United Airlines,UA,United Airlines,UA,International,Mexico,Passenger,Narrow Body,Boeing,B738,-,57,"8,339,100",2025-08-21 16:21:34,2025-08-22 23:03:26,2025-03-01,RIYA,2025-09-19 22:32:43
202503,2025/03/01,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Boeing,B739,-,845,"132,918,500",2025-08-21 16:21:34,2025-08-22 23:03:26,2025-03-01,RIYA,2025-09-19 22:32:43
202503,2025/03/01,United Airlines,UA,United Airlines,UA,International,Canada,Passenger,Narrow Body,Boeing,B739,-,2,"314,600",2025-08-21 16:21:34,2025-08-22 23:03:26,2025-03-01,RIYA,2025-09-19 22:32:43
202503,2025/03/01,United Airlines,UA,United Airlines,UA,International,Mexico,Passenger,Narrow Body,Boeing,B739,-,11,"1,730,300",2025-08-21 16:21:34,2025-08-22 23:03:26,2025-03-01,RIYA,2025-09-19 22:32:43
202503,2025/03/01,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Boeing,B752,-,331,"65,538,000",2025-08-21 16:21:34,2025-08-22 23:03:26,2025-03-01,RIYA,2025-09-19 22:32:43
202503,2025/03/01,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Boeing,B753,-,162,"36,288,000",2025-08-21 16:21:34,2025-08-22 23:03:26,2025-03-01,RIYA,2025-09-19 22:32:43
202503,2025/03/01,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Wide Body,Boeing,B763,-,3,"960,000",2025-08-21 16:21:34,2025-08-22 23:03:26,2025-03-01,RIYA,2025-09-19 22:32:43
202503,2025/03/01,United Airlines,UA,United Airlines,UA,International,Europe,Passenger,Narrow Body,Boeing,B763,-,1,"320,000",2025-08-21 16:21:34,2025-08-22 23:03:26,2025-03-01,RIYA,2025-09-19 22:32:43
202503,2025/03/01,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Wide Body,Boeing,B764,-,2,"700,000",2025-08-21 16:21:34,2025-08-22 23:03:26,2025-03-01,RIYA,2025-09-19 22:32:43
202503,2025/03/01,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Wide Body,Boeing,B772,-,229,"103,445,000",2025-08-21 16:21:34,2025-08-22 23:03:26,2025-03-01,RIYA,2025-09-19 22:32:43
202503,2025/03/01,United Airlines,UA,United Airlines,UA,International,Asia,Passenger,Wide Body,Boeing,B772,-,133,"61,645,000",2025-08-21 16:21:34,2025-08-22 23:03:26,2025-03-01,RIYA,2025-09-19 22:32:43
202503,2025/03/01,United Airlines,UA,United Airlines,UA,International,Australia / Oceania,Passenger,Wide Body,Boeing,B772,-,58,"26,950,000",2025-08-21 16:21:34,2025-08-22 23:03:26,2025-03-01,RIYA,2025-09-19 22:32:43
202503,2025/03/01,United Airlines,UA,United Airlines,UA,International,Europe,Passenger,Wide Body,Boeing,B772,-,120,"55,560,000",2025-08-21 16:21:34,2025-08-22 23:03:26,2025-03-01,RIYA,2025-09-19 22:32:43
202503,2025/03/01,United Airlines,UA,United Airlines,UA,International,US,Passenger,Wide Body,Boeing,B772,-,73,"33,580,000",2025-08-21 16:21:34,2025-08-22 23:03:26,2025-03-01,RIYA,2025-09-19 22:32:43
202503,2025/03/01,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Wide Body,Boeing,B773,-,39,"21,606,000",2025-08-21 16:21:34,2025-08-22 23:03:26,2025-03-01,RIYA,2025-09-19 22:32:43
202503,2025/03/01,United Airlines,UA,United Airlines,UA,International,Asia,Passenger,Wide Body,Boeing,B773,-,208,"115,232,000",2025-08-21 16:21:34,2025-08-22 23:03:26,2025-03-01,RIYA,2025-09-19 22:32:43
202503,2025/03/01,United Airlines,UA,United Airlines,UA,International,Australia / Oceania,Passenger,Wide Body,Boeing,B773,-,36,"19,944,000",2025-08-21 16:21:34,2025-08-22 23:03:26,2025-03-01,RIYA,2025-09-19 22:32:43
202503,2025/03/01,United Airlines,UA,United Airlines,UA,International,Europe,Passenger,Wide Body,Boeing,B773,-,31,"17,174,000",2025-08-21 16:21:34,2025-08-22 23:03:26,2025-03-01,RIYA,2025-09-19 22:32:43
202503,2025/03/01,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Wide Body,Boeing,B788,-,41,"15,580,000",2025-08-21 16:21:34,2025-08-22 23:03:26,2025-03-01,RIYA,2025-09-19 22:32:43
202503,2025/03/01,United Airlines,UA,United Airlines,UA,International,Australia / Oceania,Passenger,Wide Body,Boeing,B788,-,24,"9,120,000",2025-08-21 16:21:34,2025-08-22 23:03:26,2025-03-01,RIYA,2025-09-19 22:32:43
202503,2025/03/01,United Airlines,UA,United Airlines,UA,International,Europe,Passenger,Wide Body,Boeing,B788,-,28,"10,640,000",2025-08-21 16:21:34,2025-08-22 23:03:26,2025-03-01,RIYA,2025-09-19 22:32:43
202503,2025/03/01,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Wide Body,Boeing,B789,-,79,"33,575,000",2025-08-21 16:21:34,2025-08-22 23:03:26,2025-03-01,RIYA,2025-09-19 22:32:43
202503,2025/03/01,United Airlines,UA,United Airlines,UA,International,Asia,Passenger,Wide Body,Boeing,B789,-,92,"39,100,000",2025-08-21 16:21:34,2025-08-22 23:03:26,2025-03-01,RIYA,2025-09-19 22:32:43
202503,2025/03/01,United Airlines,UA,United Airlines,UA,International,Australia / Oceania,Passenger,Wide Body,Boeing,B789,-,39,"16,575,000",2025-08-21 16:21:34,2025-08-22 23:03:26,2025-03-01,RIYA,2025-09-19 22:32:43
202503,2025/03/01,United Airlines,UA,United Airlines,UA,International,Europe,Passenger,Wide Body,Boeing,B789,-,1,"425,000",2025-08-21 16:21:34,2025-08-22 23:03:26,2025-03-01,RIYA,2025-09-19 22:32:43
202503,2025/03/01,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Wide Body,Boeing,B78X,-,5,"2,225,000",2025-08-21 16:21:34,2025-08-22 23:03:26,2025-03-01,RIYA,2025-09-19 22:32:43
202503,2025/03/01,Vietnam Airlines JSC,VN,Vietnam Airlines JSC,VN,International,Asia,Passenger,Wide Body,Airbus,A359,-,18,"8,214,426",2025-08-21 16:21:34,2025-08-22 23:03:26,2025-03-01,RIYA,2025-09-19 22:32:43
202503,2025/03/01,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Passenger,Wide Body,Boeing,B789,-,29,"12,325,000",2025-08-21 16:21:34,2025-08-22 23:03:26,2025-03-01,RIYA,2025-09-19 22:32:43
202503,2025/03/01,WestJet,WS,WestJet,WS,International,Canada,Passenger,Narrow Body,Boeing,B38M,-,11,"1,680,800",2025-08-21 16:21:34,2025-08-22 23:03:26,2025-03-01,RIYA,2025-09-19 22:32:43
202503,2025/03/01,WestJet,WS,WestJet,WS,International,Canada,Passenger,Narrow Body,Boeing,B737,-,7,"904,400",2025-08-21 16:21:34,2025-08-22 23:03:26,2025-03-01,RIYA,2025-09-19 22:32:43
202503,2025/03/01,WestJet,WS,WestJet,WS,International,Canada,Passenger,Narrow Body,Boeing,B738,-,3,"438,900",2025-08-21 16:21:34,2025-08-22 23:03:26,2025-03-01,RIYA,2025-09-19 22:32:43
202503,2025/03/01,ZIPAIR Tokyo Inc,ZG,ZIPAIR Tokyo Inc,ZG,International,Asia,Passenger,Wide Body,Boeing,B788,-,31,"11,780,000",2025-08-21 16:21:34,2025-08-22 23:03:26,2025-03-01,RIYA,2025-09-19 22:32:43
202504,2025/04/01,"21 Air, LLC",2I,"21 Air, LLC",2I,Domestic,US,Freighter,Wide Body,Boeing,B762,-,21,"5,866,000",2025-08-21 16:21:34,2025-08-22 23:03:26,2025-04-01,RIYA,2025-09-19 22:32:43
202504,2025/04/01,"21 Air, LLC",2I,"21 Air, LLC",2I,Domestic,US,Freighter,Wide Body,Boeing,B763,-,1,"326,000",2025-08-21 16:21:34,2025-08-22 23:03:26,2025-04-01,RIYA,2025-09-19 22:32:43
202504,2025/04/01,ABX Air,GB,ABX Air,GB,Domestic,US,Freighter,Wide Body,Boeing,B763,-,26,"8,476,000",2025-08-21 16:21:34,2025-08-22 23:03:26,2025-04-01,RIYA,2025-09-19 22:32:43
202504,2025/04/01,"Aer Lingus, Ltd.",EI,"Aer Lingus, Ltd.",EI,International,Europe,Passenger,Wide Body,Airbus,A333,-,30,"12,235,650",2025-08-21 16:21:34,2025-08-22 23:03:26,2025-04-01,RIYA,2025-09-19 22:32:43
202504,2025/04/01,Aeromexico,AM,Aeromexico,AM,International,Mexico,Passenger,Narrow Body,Boeing,B38M,-,65,"9,919,500",2025-08-21 16:21:34,2025-08-22 23:03:26,2025-04-01,RIYA,2025-09-19 22:32:43
202504,2025/04/01,Aeromexico,AM,Aeromexico,AM,International,Mexico,Passenger,Narrow Body,Boeing,B738,-,25,"3,604,600",2025-08-21 16:21:34,2025-08-22 23:03:26,2025-04-01,RIYA,2025-09-19 22:32:43
202504,2025/04/01,Air Canada,AC,Air Canada,AC,International,Canada,Passenger,Narrow Body,Airbus,A320,-,30,"4,269,247",2025-08-21 16:21:34,2025-08-22 23:03:26,2025-04-01,RIYA,2025-09-19 22:32:43
202504,2025/04/01,Air Canada,AC,Air Canada,AC,International,Canada,Passenger,Narrow Body,Airbus,A321,-,1,"171,520",2025-08-21 16:21:34,2025-08-22 23:03:26,2025-04-01,RIYA,2025-09-19 22:32:43
202504,2025/04/01,Air Canada,AC,Air Canada,AC,International,Canada,Passenger,Narrow Body,Boeing,B38M,-,105,"16,044,000",2025-08-21 16:21:34,2025-08-22 23:03:26,2025-04-01,RIYA,2025-09-19 22:32:43
202504,2025/04/01,Air Canada,AC,Air Canada,AC,International,Canada,Passenger,Narrow Body,Bombardier,BCS3,-,56,"7,140,000",2025-08-21 16:21:34,2025-08-22 23:03:26,2025-04-01,RIYA,2025-09-19 22:32:43
202504,2025/04/01,Air China,CA,Air China,CA,International,Asia,Passenger,Wide Body,Boeing,B773,-,9,"4,986,000",2025-08-21 16:21:34,2025-08-22 23:03:26,2025-04-01,RIYA,2025-09-19 22:32:43
202504,2025/04/01,Air France,AF,Air France,AF,International,Europe,Passenger,Wide Body,Airbus,A359,-,3,"1,369,071",2025-08-21 16:21:34,2025-08-22 23:03:26,2025-04-01,RIYA,2025-09-19 22:32:43
202504,2025/04/01,Air France,AF,Air France,AF,International,Europe,Passenger,Wide Body,Boeing,B773,-,30,"16,620,000",2025-08-21 16:21:34,2025-08-22 23:03:26,2025-04-01,RIYA,2025-09-19 22:32:43
202504,2025/04/01,Air India Limited,AI,Air India Limited,AI,International,Asia,Passenger,Wide Body,Boeing,B772,-,70,"34,440,000",2025-08-21 16:21:34,2025-08-22 23:03:26,2025-04-01,RIYA,2025-09-19 22:32:43
202504,2025/04/01,Air India Limited,AI,Air India Limited,AI,International,Asia,Passenger,Wide Body,Boeing,B773,-,3,"1,662,000",2025-08-21 16:21:34,2025-08-22 23:03:26,2025-04-01,RIYA,2025-09-19 22:32:43
202504,2025/04/01,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Passenger,Wide Body,Boeing,B789,-,21,"8,925,000",2025-08-21 16:21:34,2025-08-22 23:03:26,2025-04-01,RIYA,2025-09-19 22:32:43
202504,2025/04/01,Air Pacific Limited dba Fiji Airways,FJ,Air Pacific Limited dba Fiji Airways,FJ,International,Australia / Oceania,Passenger,Wide Body,Airbus,A332,-,8,"3,174,656",2025-08-21 16:21:34,2025-08-22 23:03:26,2025-04-01,RIYA,2025-09-19 22:32:43
202504,2025/04/01,Air Pacific Limited dba Fiji Airways,FJ,Air Pacific Limited dba Fiji Airways,FJ,International,Australia / Oceania,Passenger,Wide Body,Airbus,A333,-,5,"2,039,275",2025-08-21 16:21:34,2025-08-22 23:03:26,2025-04-01,RIYA,2025-09-19 22:32:43
202504,2025/04/01,"Air Premia, Inc.",YP,"Air Premia, Inc.",YP,International,Asia,Passenger,Wide Body,Boeing,B789,-,16,"6,800,000",2025-08-21 16:21:34,2025-08-22 23:03:26,2025-04-01,RIYA,2025-09-19 22:32:43
202504,2025/04/01,"Air Transport International, Inc.",8C,"Air Transport International, Inc.",8C,Domestic,US,Freighter,Wide Body,Boeing,B762,-,3,"849,000",2025-08-21 16:21:34,2025-08-22 23:03:26,2025-04-01,RIYA,2025-09-19 22:32:43
202504,2025/04/01,"Air Transport International, Inc.",8C,"Air Transport International, Inc.",8C,Domestic,US,Freighter,Wide Body,Boeing,B763,-,62,"20,102,000",2025-08-21 16:21:34,2025-08-22 23:03:26,2025-04-01,RIYA,2025-09-19 22:32:43
202504,2025/04/01,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Passenger,Narrow Body,Boeing,B38M,-,13,"1,986,400",2025-08-21 16:21:34,2025-08-22 23:03:26,2025-04-01,RIYA,2025-09-19 22:32:43
202504,2025/04/01,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Passenger,Narrow Body,Boeing,B39M,-,327,"53,529,900",2025-08-21 16:21:34,2025-08-22 23:03:26,2025-04-01,RIYA,2025-09-19 22:32:43
202504,2025/04/01,Alaska Airlines,AS,Alaska Airlines,AS,International,Central America,Passenger,Narrow Body,Boeing,B39M,-,3,"491,100",2025-08-21 16:21:34,2025-08-22 23:03:26,2025-04-01,RIYA,2025-09-19 22:32:43
202504,2025/04/01,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Passenger,Narrow Body,Boeing,B39M,-,48,"7,857,600",2025-08-21 16:21:34,2025-08-22 23:03:26,2025-04-01,RIYA,2025-09-19 22:32:43
202504,2025/04/01,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Passenger,Narrow Body,Boeing,B737,-,1,"129,200",2025-08-21 16:21:34,2025-08-22 23:03:26,2025-04-01,RIYA,2025-09-19 22:32:43
202504,2025/04/01,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Passenger,Narrow Body,Boeing,B738,-,189,"27,650,700",2025-08-21 16:21:34,2025-08-22 23:03:26,2025-04-01,RIYA,2025-09-19 22:32:43
202504,2025/04/01,Alaska Airlines,AS,Alaska Airlines,AS,International,Central America,Passenger,Narrow Body,Boeing,B738,-,1,"146,300",2025-08-21 16:21:34,2025-08-22 23:03:26,2025-04-01,RIYA,2025-09-19 22:32:43
202504,2025/04/01,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Passenger,Narrow Body,Boeing,B738,-,18,"2,633,400",2025-08-21 16:21:34,2025-08-22 23:03:26,2025-04-01,RIYA,2025-09-19 22:32:43
202504,2025/04/01,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Passenger,Narrow Body,Boeing,B739,-,334,"52,328,200",2025-08-21 16:21:34,2025-08-22 23:03:26,2025-04-01,RIYA,2025-09-19 22:32:43
202504,2025/04/01,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Passenger,Narrow Body,Boeing,B739,-,52,"8,169,600",2025-08-21 16:21:34,2025-08-22 23:03:26,2025-04-01,RIYA,2025-09-19 22:32:43
202504,2025/04/01,"All Nippon Airways, LTD",,"All Nippon Company Airways, Ltd.",NH,International,Asia,Passenger,Wide Body,Boeing,B773,-,60,"33,240,000",2025-08-21 16:21:34,2025-08-22 23:03:26,2025-04-01,RIYA,2025-09-19 22:32:43
202504,2025/04/01,American Airlines,AA,American Airlines,AA,Domestic,US,Passenger,Narrow Body,Airbus,A21N,-,164,"28,635,384",2025-08-21 16:21:34,2025-08-22 23:03:26,2025-04-01,RIYA,2025-09-19 22:32:43
202504,2025/04/01,American Airlines,AA,American Airlines,AA,Domestic,US,Passenger,Narrow Body,Airbus,A320,-,29,"4,123,742",2025-08-21 16:21:34,2025-08-22 23:03:26,2025-04-01,RIYA,2025-09-19 22:32:43
202504,2025/04/01,American Airlines,AA,American Airlines,AA,Domestic,US,Passenger,Narrow Body,Airbus,A321,-,478,"81,986,560",2025-08-21 16:21:34,2025-08-22 23:03:26,2025-04-01,RIYA,2025-09-19 22:32:43
202504,2025/04/01,American Airlines,AA,American Airlines,AA,Domestic,US,Passenger,Narrow Body,Boeing,B38M,-,117,"17,877,600",2025-08-21 16:21:34,2025-08-22 23:03:26,2025-04-01,RIYA,2025-09-19 22:32:43
